term_str,n,p,i,n_chars,max_pos,max_pos_group,n_pos_group,cat_pos_group,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,df,idf,dfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
unexpected,3,3.1251302137589066e-05,14.965724171116342,10,JJ,j,1,{'j'},1,{'JJ'},False,unexpect,unexpect,unexpect,2,2.807354922057604,0.4010507031510862,0,1,0,1,1,1,1,0,1,0,0
unfairness,1,1.041710071252969e-05,16.5506866718375,10,NN,n,1,{'n'},1,{'NN'},False,unfair,unfair,unfair,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,1,0,0,-1
unfortunate,2,2.083420142505938e-05,15.550686671837498,11,JJ,j,1,{'j'},1,{'JJ'},False,unfortun,unfortun,unfortun,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
unhappy,2,2.083420142505938e-05,15.550686671837498,7,JJ,j,1,{'j'},1,{'JJ'},False,unhappi,unhappi,unhappy,2,2.807354922057604,0.4010507031510862,1,0,1,0,0,1,0,1,0,0,-1
unintentionally,1,1.041710071252969e-05,16.5506866718375,15,RB,r,1,{'r'},1,{'RB'},False,unintent,unintent,unint,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,0,1,0,-1
university,2,2.083420142505938e-05,15.550686671837498,10,NN,n,1,{'n'},1,{'NN'},False,univers,univers,univers,2,2.807354922057604,0.4010507031510862,0,1,0,0,0,0,1,0,0,0,1
unknown,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,unknown,unknown,unknown,1,3.807354922057604,0.2719539230041146,0,1,0,1,0,1,0,0,0,0,-1
unlucky,2,2.083420142505938e-05,15.550686671837498,7,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NNP'}",False,unlucki,unlucki,unlucky,2,2.807354922057604,0.4010507031510862,1,0,1,1,0,1,0,1,0,0,-1
unruly,1,1.041710071252969e-05,16.5506866718375,6,NNP,n,1,{'n'},1,{'NNP'},False,unruli,unruli,unru,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,0,0,0,-1
unsafe,1,1.041710071252969e-05,16.5506866718375,6,JJ,j,1,{'j'},1,{'JJ'},False,unsaf,unsaf,unsaf,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,0,0,-1
unspeakable,1,1.041710071252969e-05,16.5506866718375,11,JJ,j,1,{'j'},1,{'JJ'},False,unspeak,unspeak,unspeak,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,0,0,-1
upset,4,4.166840285011876e-05,14.550686671837498,5,JJ,j,2,"{'j', 'v'}",2,"{'JJ', 'VBN'}",False,upset,upset,upset,3,2.222392421336448,0.4762269474292389,1,0,0,0,0,1,0,1,0,0,-1
urgent,3,3.1251302137589066e-05,14.965724171116342,6,JJ,j,1,{'j'},1,{'JJ'},False,urgent,urgent,urg,2,2.807354922057604,0.4010507031510862,0,1,0,1,0,1,0,0,1,0,-1
usual,6,6.250260427517813e-05,13.965724171116342,5,JJ,j,1,{'j'},1,{'JJ'},False,usual,usual,us,5,1.4854268271702418,0.5305095811322292,0,0,0,0,0,0,1,0,0,1,1
vacation,9,9.37539064127672e-05,13.380761670395186,8,NN,n,1,{'n'},1,{'NN'},False,vacat,vacat,vac,4,1.807354922057604,0.5163871205878868,0,1,0,0,1,0,1,0,0,0,1
vampire,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,vampir,vampir,vampir,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,0,0,0,-1
vanished,1,1.041710071252969e-05,16.5506866718375,8,VBD,v,1,{'v'},1,{'VBD'},False,vanish,vanish,van,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,1,1,0,-1
vengeance,3,3.1251302137589066e-05,14.965724171116342,9,NN,n,1,{'n'},1,{'NN'},False,vengeanc,vengeanc,veng,2,2.807354922057604,0.4010507031510862,1,0,0,0,0,1,0,0,0,0,-1
verge,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,verg,verg,verg,1,3.807354922057604,0.2719539230041146,0,1,0,1,0,1,0,0,0,0,-1
victory,4,4.166840285011876e-05,14.550686671837498,7,NN,n,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,victori,victori,vict,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,0,1,1
violence,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,violenc,violenc,viol,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,1,0,0,-1
violent,4,4.166840285011876e-05,14.550686671837498,7,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,violent,violent,viol,3,2.222392421336448,0.4762269474292389,1,0,1,1,0,1,0,0,1,0,-1
violently,1,1.041710071252969e-05,16.5506866718375,9,RB,r,1,{'r'},1,{'RB'},False,violent,violent,viol,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,0,0,-1
volunteer,1,1.041710071252969e-05,16.5506866718375,9,VB,v,1,{'v'},1,{'VB'},False,volunt,volunt,volunt,1,3.807354922057604,0.2719539230041146,0,1,0,1,1,0,1,0,0,1,1
vote,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,vote,vote,vot,1,3.807354922057604,0.2719539230041146,1,1,0,0,1,1,1,1,1,1,0
vow,2,2.083420142505938e-05,15.550686671837498,3,NN,n,2,"{'n', 'v'}",2,"{'VB', 'NN'}",False,vow,vow,vow,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,0,1,1
wait,139,0.0014479769990416,9.431745599113992,4,NN,n,3,"{'x', 'v', 'n'}",7,"{'VBP', 'WRB', 'IN', 'VB', 'NNP', 'NN', 'VBD'}",False,wait,wait,wait,14,0.0,0.0,0,1,0,0,0,1,0,0,0,0,-1
wan,26,0.0002708446185257,11.850246953696406,3,VBP,v,2,"{'n', 'v'}",4,"{'VB', 'VBP', 'NN', 'NNP'}",False,wan,wan,wan,5,1.4854268271702418,0.5305095811322292,0,0,0,1,0,1,0,1,0,0,-1
war,36,0.000375015625651,11.380761670395186,3,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,war,war,war,9,0.6374299206152918,0.4097763775384019,0,0,0,1,0,1,0,0,0,0,-1
warfare,2,2.083420142505938e-05,15.550686671837498,7,NN,n,1,{'n'},1,{'NN'},False,warfar,warfar,warf,2,2.807354922057604,0.4010507031510862,1,0,0,1,0,1,0,1,0,0,-1
warn,1,1.041710071252969e-05,16.5506866718375,4,VB,v,1,{'v'},1,{'VB'},False,warn,warn,warn,1,3.807354922057604,0.2719539230041146,0,1,0,1,0,1,0,0,1,1,-1
warned,4,4.166840285011876e-05,14.550686671837498,6,VBD,v,1,{'v'},2,"{'VBN', 'VBD'}",False,warn,warn,warn,4,1.807354922057604,0.5163871205878868,0,1,0,1,0,0,0,0,1,0,0
warrior,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,warrior,warrior,warry,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,0,1,0,0,0,1
waste,19,0.000197924913538,12.302759158393911,5,NNP,n,2,"{'v', 'n'}",3,"{'VB', 'NN', 'NNP'}",False,wast,wast,wast,4,1.807354922057604,0.5163871205878868,0,0,1,0,0,1,0,0,0,0,-1
wasted,1,1.041710071252969e-05,16.5506866718375,6,VBN,v,1,{'v'},1,{'VBN'},False,wast,wast,wast,1,3.807354922057604,0.2719539230041146,1,0,1,0,0,1,0,0,0,0,-1
wasteful,4,4.166840285011876e-05,14.550686671837498,8,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NNP'}",False,wast,wast,wast,3,2.222392421336448,0.4762269474292389,1,0,1,0,0,1,0,1,0,0,-1
wasting,4,4.166840285011876e-05,14.550686671837498,7,VBG,v,1,{'v'},1,{'VBG'},False,wast,wast,wast,3,2.222392421336448,0.4762269474292389,0,0,1,1,0,1,0,1,0,0,-1
watch,21,0.0002187591149631,12.15836924905874,5,VB,v,2,"{'n', 'v'}",4,"{'VB', 'VBP', 'NN', 'NNP'}",False,watch,watch,watch,9,0.6374299206152918,0.4097763775384019,0,1,0,1,0,0,0,0,0,0,0
watchdog,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,watchdog,watchdog,watchdog,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
wealth,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,wealth,wealth,weal,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,0,1,1
wear,2,2.083420142505938e-05,15.550686671837498,4,VB,v,1,{'v'},1,{'VB'},False,wear,wear,wear,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,1,0,0,0,1,-1
weary,1,1.041710071252969e-05,16.5506866718375,5,JJ,j,1,{'j'},1,{'JJ'},False,weari,weari,weary,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
weep,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,weep,weep,weep,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
weight,7,7.291970498770782e-05,13.743331749779896,6,NN,n,2,"{'v', 'n'}",2,"{'NN', 'VBD'}",False,weight,weight,weight,5,1.4854268271702418,0.5305095811322292,0,1,1,1,1,1,1,1,1,1,0
weird,13,0.0001354223092628,12.850246953696406,5,JJ,j,3,"{'j', 'v', 'n'}",3,"{'JJ', 'NN', 'VB'}",False,weird,weird,weird,6,1.222392421336448,0.5238824662870492,0,0,1,0,0,1,0,0,0,0,-1
white,18,0.0001875078128255,12.380761670395186,5,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NNP'}",False,white,white,whit,6,1.222392421336448,0.5238824662870492,0,1,0,0,1,0,1,0,0,1,1
wild,8,8.333680570023751e-05,13.550686671837498,4,JJ,j,2,"{'j', 'v'}",2,"{'JJ', 'VBP'}",False,wild,wild,wild,4,1.807354922057604,0.5163871205878868,0,0,0,0,0,1,0,0,1,0,-1
winner,2,2.083420142505938e-05,15.550686671837498,6,NN,n,1,{'n'},1,{'NN'},False,winner,winner,win,2,2.807354922057604,0.4010507031510862,0,1,0,0,1,0,1,0,1,0,1
witch,52,0.0005416892370515,10.850246953696406,5,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,witch,witch,witch,4,1.807354922057604,0.5163871205878868,1,0,1,1,0,1,0,0,0,0,-1
withdraw,3,3.1251302137589066e-05,14.965724171116342,8,RB,v,2,"{'r', 'v'}",3,"{'VB', 'VBP', 'RB'}",False,withdraw,withdraw,withdraw,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,1,0,1,0,0,-1
withered,1,1.041710071252969e-05,16.5506866718375,8,VBN,v,1,{'v'},1,{'VBN'},False,wither,wither,with,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
withstand,1,1.041710071252969e-05,16.5506866718375,9,VB,v,1,{'v'},1,{'VB'},False,withstand,withstand,withstand,1,3.807354922057604,0.2719539230041146,0,1,0,1,0,0,1,0,0,0,1
wizard,8,8.333680570023751e-05,13.550686671837498,6,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,wizard,wizard,wizard,1,3.807354922057604,0.2719539230041146,0,1,0,0,0,0,1,0,1,0,1
wonderful,35,0.0003645985249385,11.421403654892533,9,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,wonder,wonder,wond,9,0.6374299206152918,0.4097763775384019,0,0,0,0,1,0,1,0,1,1,1
wonderfully,1,1.041710071252969e-05,16.5506866718375,11,RB,r,1,{'r'},1,{'RB'},False,wonder,wonder,wond,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,1,0,1
word,11,0.0001145881078378,13.091255053200202,4,NN,n,1,{'n'},1,{'NN'},False,word,word,word,6,1.222392421336448,0.5238824662870492,0,0,0,0,0,0,1,0,0,1,1
words,22,0.0002291762156756,12.091255053200202,5,NNS,n,1,{'n'},1,{'NNS'},False,word,word,word,6,1.222392421336448,0.5238824662870492,1,0,0,0,0,1,0,0,0,0,-1
worm,2,2.083420142505938e-05,15.550686671837498,4,NN,n,2,"{'n', 'v'}",2,"{'VB', 'NN'}",False,worm,worm,worm,2,2.807354922057604,0.4010507031510862,0,1,0,0,0,1,0,0,1,0,-1
worn,1,1.041710071252969e-05,16.5506866718375,4,VBN,v,1,{'v'},1,{'VBN'},False,worn,worn,worn,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
worried,22,0.0002291762156756,12.091255053200202,7,VBN,v,2,"{'j', 'v'}",3,"{'JJ', 'VBN', 'VBD'}",False,worri,worri,worry,11,0.3479233034203068,0.2733683098302411,0,0,0,0,0,1,0,1,0,0,-1
worry,54,0.0005625234384766,10.79579916967403,5,VB,v,3,"{'x', 'n', 'v'}",4,"{'VB', 'VBP', 'NN', 'IN'}",False,worri,worri,worry,14,0.0,0.0,0,1,0,1,0,1,0,1,0,0,-1
worrying,2,2.083420142505938e-05,15.550686671837498,8,VBG,v,1,{'v'},1,{'VBG'},False,worri,worri,worry,2,2.807354922057604,0.4010507031510862,0,1,0,1,0,1,0,1,0,0,-1
worse,15,0.0001562565106879,12.64379607622898,5,JJR,j,2,"{'j', 'v'}",2,"{'VB', 'JJR'}",False,wors,wors,wors,8,0.8073549220576041,0.4613456697472023,0,0,0,1,0,1,0,1,0,0,-1
worship,1,1.041710071252969e-05,16.5506866718375,7,VB,v,1,{'v'},1,{'VB'},False,worship,worship,wor,1,3.807354922057604,0.2719539230041146,0,1,0,1,1,0,1,0,0,1,1
worthless,1,1.041710071252969e-05,16.5506866718375,9,JJ,j,1,{'j'},1,{'JJ'},False,worthless,worthless,worthless,1,3.807354922057604,0.2719539230041146,1,0,1,0,0,1,0,1,0,0,-1
worthy,1,1.041710071252969e-05,16.5506866718375,6,JJ,j,1,{'j'},1,{'JJ'},False,worthi,worthi,worthy,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
wound,12,0.0001250052085503,12.965724171116342,5,NN,n,1,{'n'},1,{'NN'},False,wound,wound,wound,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,1,0,0,-1
wreak,1,1.041710071252969e-05,16.5506866718375,5,VB,v,1,{'v'},1,{'VB'},False,wreak,wreak,wreak,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
wreck,2,2.083420142505938e-05,15.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,wreck,wreck,wreck,2,2.807354922057604,0.4010507031510862,1,0,1,1,0,1,0,1,1,0,-1
wretch,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,wretch,wretch,wretch,1,3.807354922057604,0.2719539230041146,1,0,1,0,0,1,0,1,0,0,-1
young,55,0.0005729405391891,10.769326958312838,5,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NNP'}",False,young,young,young,12,0.222392421336448,0.1906220754312411,0,1,0,0,1,0,1,0,1,0,1
youth,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,youth,youth,you,1,3.807354922057604,0.2719539230041146,1,1,0,1,1,0,1,0,1,0,1
