term_str,n,p,i,n_chars,max_pos,max_pos_group,n_pos_group,cat_pos_group,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,df,idf,dfidf
screen,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,screen,screen,screen,1,3.807354922057604,0.2719539230041146
screws,1,1.041710071252969e-05,16.5506866718375,6,NNS,n,1,{'n'},1,{'NNS'},False,screw,screw,screws,1,3.807354922057604,0.2719539230041146
scrub,3,3.1251302137589066e-05,14.965724171116342,5,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,scrub,scrub,scrub,1,3.807354922057604,0.2719539230041146
scum,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,scum,scum,scum,1,3.807354922057604,0.2719539230041146
scuse,1,1.041710071252969e-05,16.5506866718375,5,IN,x,1,{'x'},1,{'IN'},False,scuse,scuse,scus,1,3.807354922057604,0.2719539230041146
se,3,3.1251302137589066e-05,14.965724171116342,2,NN,n,1,{'n'},1,{'NN'},False,se,se,se,1,3.807354922057604,0.2719539230041146
sea,35,0.0003645985249385,11.421403654892533,3,NN,n,2,"{'v', 'n'}",3,"{'VB', 'NN', 'NNP'}",False,sea,sea,sea,10,0.48542682717024166,0.34673344797874406
seahorse,1,1.041710071252969e-05,16.5506866718375,8,NNP,n,1,{'n'},1,{'NNP'},False,seahors,seahors,seahors,1,3.807354922057604,0.2719539230041146
seal,15,0.0001562565106879,12.64379607622898,4,NN,n,1,{'n'},1,{'NN'},False,seal,seal,seal,2,2.807354922057604,0.40105070315108626
seaplane,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,seaplan,seaplan,seapl,1,3.807354922057604,0.2719539230041146
search,6,6.250260427517813e-05,13.965724171116342,6,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,search,search,search,6,1.222392421336448,0.5238824662870492
searched,4,4.166840285011876e-05,14.550686671837498,8,VBD,v,1,{'v'},2,"{'VBN', 'VBD'}",False,search,search,search,4,1.8073549220576042,0.5163871205878868
searching,5,5.208550356264844e-05,14.228758576950137,9,VBG,v,1,{'v'},1,{'VBG'},False,search,search,search,3,2.222392421336448,0.4762269474292389
seaside,3,3.1251302137589066e-05,14.965724171116342,7,NN,n,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,seasid,seasid,seasid,2,2.807354922057604,0.40105070315108626
season,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,season,season,season,1,3.807354922057604,0.2719539230041146
seasons,1,1.041710071252969e-05,16.5506866718375,7,NNS,n,1,{'n'},1,{'NNS'},False,season,season,season,1,3.807354922057604,0.2719539230041146
seat,9,9.37539064127672e-05,13.380761670395186,4,NN,n,1,{'n'},1,{'NN'},False,seat,seat,seat,5,1.4854268271702418,0.5305095811322292
seatbelt,2,2.083420142505938e-05,15.550686671837498,8,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,seatbelt,seatbelt,seatbelt,1,3.807354922057604,0.2719539230041146
seats,1,1.041710071252969e-05,16.5506866718375,5,NNS,n,1,{'n'},1,{'NNS'},False,seat,seat,seat,1,3.807354922057604,0.2719539230041146
seaworthy,1,1.041710071252969e-05,16.5506866718375,9,JJ,j,1,{'j'},1,{'JJ'},False,seaworthi,seaworthi,seaworthy,1,3.807354922057604,0.2719539230041146
second,21,0.0002187591149631,12.15836924905874,6,JJ,j,1,{'j'},1,{'JJ'},False,second,second,second,13,0.10691520391651188,0.09927840363676103
seconds,10,0.0001041710071252,13.228758576950137,7,NNS,n,1,{'n'},1,{'NNS'},False,second,second,second,5,1.4854268271702418,0.5305095811322292
secret,26,0.0002708446185257,11.850246953696406,6,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,secret,secret,secret,11,0.3479233034203068,0.2733683098302411
secretly,1,1.041710071252969e-05,16.5506866718375,8,RB,r,1,{'r'},1,{'RB'},False,secretli,secret,secret,1,3.807354922057604,0.2719539230041146
secrets,1,1.041710071252969e-05,16.5506866718375,7,NNS,n,1,{'n'},1,{'NNS'},False,secret,secret,secret,1,3.807354922057604,0.2719539230041146
section,5,5.208550356264844e-05,14.228758576950137,7,NN,n,1,{'n'},1,{'NN'},False,section,section,sect,2,2.807354922057604,0.40105070315108626
seduce,1,1.041710071252969e-05,16.5506866718375,6,VBP,v,1,{'v'},1,{'VBP'},False,seduc,seduc,seduc,1,3.807354922057604,0.2719539230041146
see,228,0.0023750989624567,8.717796657672757,3,VB,v,2,"{'n', 'v'}",4,"{'VB', 'VBP', 'NN', 'NNP'}",False,see,see,see,14,0.0,0.0
seeds,3,3.1251302137589066e-05,14.965724171116342,5,NNS,n,1,{'n'},1,{'NNS'},False,seed,seed,see,3,2.222392421336448,0.4762269474292389
seeing,9,9.37539064127672e-05,13.380761670395186,6,VBG,v,2,"{'n', 'v'}",2,"{'VBG', 'NN'}",False,see,see,see,7,1.0,0.5
seek,2,2.083420142505938e-05,15.550686671837498,4,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,seek,seek,seek,2,2.807354922057604,0.40105070315108626
seem,13,0.0001354223092628,12.850246953696406,4,VBP,v,1,{'v'},2,"{'VB', 'VBP'}",False,seem,seem,seem,7,1.0,0.5
seemed,8,8.333680570023751e-05,13.550686671837498,6,VBD,v,1,{'v'},3,"{'VBP', 'VBN', 'VBD'}",False,seem,seem,seem,5,1.4854268271702418,0.5305095811322292
seems,24,0.0002500104171007,11.965724171116342,5,VBZ,v,2,"{'n', 'v'}",3,"{'VBZ', 'NNP', 'NNS'}",False,seem,seem,seem,12,0.22239242133644802,0.19062207543124116
seen,30,0.0003125130213758,11.64379607622898,4,VBN,v,1,{'v'},1,{'VBN'},False,seen,seen,seen,11,0.3479233034203068,0.2733683098302411
sees,6,6.250260427517813e-05,13.965724171116342,4,VBZ,v,2,"{'n', 'v'}",2,"{'VBZ', 'NNS'}",False,see,see,see,3,2.222392421336448,0.4762269474292389
seethrough,2,2.083420142505938e-05,15.550686671837498,10,JJ,j,1,{'j'},1,{'JJ'},False,seethrough,seethrough,seethrough,1,3.807354922057604,0.2719539230041146
seita,6,6.250260427517813e-05,13.965724171116342,5,NNP,n,1,{'n'},1,{'NNP'},False,seita,seita,seit,1,3.807354922057604,0.2719539230041146
seitakun,1,1.041710071252969e-05,16.5506866718375,8,NNP,n,1,{'n'},1,{'NNP'},False,seitakun,seitakun,seitakun,1,3.807354922057604,0.2719539230041146
seitasan,9,9.37539064127672e-05,13.380761670395186,8,NNP,n,2,"{'j', 'n'}",2,"{'JJ', 'NNP'}",False,seitasan,seitasan,seitas,1,3.807354922057604,0.2719539230041146
seizaemon,1,1.041710071252969e-05,16.5506866718375,9,NNP,n,1,{'n'},1,{'NNP'},False,seizaemon,seizaemon,seizaemon,1,3.807354922057604,0.2719539230041146
selection,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,select,select,select,1,3.807354922057604,0.2719539230041146
self,3,3.1251302137589066e-05,14.965724171116342,4,NN,n,1,{'n'},1,{'NN'},False,self,self,self,1,3.807354922057604,0.2719539230041146
selfish,7,7.291970498770782e-05,13.743331749779896,7,JJ,j,1,{'j'},1,{'JJ'},False,selfish,selfish,self,4,1.8073549220576042,0.5163871205878868
selfpropelled,1,1.041710071252969e-05,16.5506866718375,13,JJ,j,1,{'j'},1,{'JJ'},False,selfpropel,selfpropel,selfpropel,1,3.807354922057604,0.2719539230041146
sell,5,5.208550356264844e-05,14.228758576950137,4,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,sell,sell,sel,3,2.222392421336448,0.4762269474292389
seminar,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,seminar,seminar,semin,1,3.807354922057604,0.2719539230041146
sen,59,0.0006146089420392,10.668043622475658,3,NNP,n,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",False,sen,sen,sen,1,3.807354922057604,0.2719539230041146
senba,2,2.083420142505938e-05,15.550686671837498,5,NNP,n,1,{'n'},1,{'NNP'},False,senba,senba,senb,1,3.807354922057604,0.2719539230041146
senbiki,1,1.041710071252969e-05,16.5506866718375,7,NNP,n,1,{'n'},1,{'NNP'},False,senbiki,senbiki,senbik,1,3.807354922057604,0.2719539230041146
send,16,0.0001666736114004,12.550686671837498,4,VB,v,2,"{'n', 'v'}",2,"{'VB', 'NNP'}",False,send,send,send,11,0.3479233034203068,0.2733683098302411
sending,1,1.041710071252969e-05,16.5506866718375,7,VBG,v,1,{'v'},1,{'VBG'},False,send,send,send,1,3.807354922057604,0.2719539230041146
sends,1,1.041710071252969e-05,16.5506866718375,5,VBZ,v,1,{'v'},1,{'VBZ'},False,send,send,send,1,3.807354922057604,0.2719539230041146
senior,5,5.208550356264844e-05,14.228758576950137,6,JJ,j,1,{'j'},1,{'JJ'},False,senior,senior,seny,1,3.807354922057604,0.2719539230041146
sense,4,4.166840285011876e-05,14.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,sens,sens,sens,3,2.222392421336448,0.4762269474292389
sensei,3,3.1251302137589066e-05,14.965724171116342,6,NNP,n,1,{'n'},2,"{'NN', 'NNP'}",False,sensei,sensei,sense,2,2.807354922057604,0.40105070315108626
senseless,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,senseless,senseless,senseless,1,3.807354922057604,0.2719539230041146
senses,1,1.041710071252969e-05,16.5506866718375,6,NNS,n,1,{'n'},1,{'NNS'},False,sens,sens,sens,1,3.807354922057604,0.2719539230041146
sensitive,3,3.1251302137589066e-05,14.965724171116342,9,JJ,j,1,{'j'},1,{'JJ'},False,sensit,sensit,sensit,2,2.807354922057604,0.40105070315108626
sent,9,9.37539064127672e-05,13.380761670395186,4,VBD,v,1,{'v'},2,"{'VBN', 'VBD'}",False,sent,sent,sent,5,1.4854268271702418,0.5305095811322292
sentiments,1,1.041710071252969e-05,16.5506866718375,10,NNS,n,1,{'n'},1,{'NNS'},False,sentiment,sentiment,senty,1,3.807354922057604,0.2719539230041146
separate,2,2.083420142505938e-05,15.550686671837498,8,JJ,j,2,"{'j', 'v'}",2,"{'VB', 'JJ'}",False,separ,separ,sep,2,2.807354922057604,0.40105070315108626
separated,1,1.041710071252969e-05,16.5506866718375,9,VBN,v,1,{'v'},1,{'VBN'},False,separ,separ,sep,1,3.807354922057604,0.2719539230041146
september,1,1.041710071252969e-05,16.5506866718375,9,NNP,n,1,{'n'},1,{'NNP'},False,septemb,septemb,septemb,1,3.807354922057604,0.2719539230041146
series,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,seri,seri,sery,1,3.807354922057604,0.2719539230041146
serious,16,0.0001666736114004,12.550686671837498,7,JJ,j,1,{'j'},1,{'JJ'},False,seriou,serious,sery,10,0.48542682717024166,0.34673344797874406
seriously,1,1.041710071252969e-05,16.5506866718375,9,RB,r,1,{'r'},1,{'RB'},False,serious,serious,sery,1,3.807354922057604,0.2719539230041146
seriousness,1,1.041710071252969e-05,16.5506866718375,11,NN,n,1,{'n'},1,{'NN'},False,serious,serious,sery,1,3.807354922057604,0.2719539230041146
serve,9,9.37539064127672e-05,13.380761670395186,5,VB,v,2,"{'n', 'v'}",4,"{'VB', 'VBP', 'NN', 'NNP'}",False,serv,serv,serv,5,1.4854268271702418,0.5305095811322292
serves,2,2.083420142505938e-05,15.550686671837498,6,NNS,n,2,"{'v', 'n'}",2,"{'VBZ', 'NNS'}",False,serv,serv,serv,1,3.807354922057604,0.2719539230041146
service,8,8.333680570023751e-05,13.550686671837498,7,NN,n,1,{'n'},1,{'NN'},False,servic,servic,serv,3,2.222392421336448,0.4762269474292389
set,17,0.000177090712113,12.46322383058716,3,VB,v,2,"{'n', 'v'}",4,"{'VB', 'VBP', 'VBN', 'NNP'}",False,set,set,set,9,0.6374299206152918,0.4097763775384019
setsuko,34,0.000354181424226,11.46322383058716,7,NNP,n,2,"{'x', 'n'}",3,"{'MD', 'NN', 'NNP'}",False,setsuko,setsuko,setsuko,1,3.807354922057604,0.2719539230041146
settchan,10,0.0001041710071252,13.228758576950137,8,NNP,n,2,"{'j', 'n'}",2,"{'JJ', 'NNP'}",False,settchan,settchan,settch,1,3.807354922057604,0.2719539230041146
setting,3,3.1251302137589066e-05,14.965724171116342,7,VBG,v,1,{'v'},1,{'VBG'},False,set,set,set,3,2.222392421336448,0.4762269474292389
settings,1,1.041710071252969e-05,16.5506866718375,8,NNS,n,1,{'n'},1,{'NNS'},False,set,set,set,1,3.807354922057604,0.2719539230041146
settle,10,0.0001041710071252,13.228758576950137,6,VB,v,1,{'v'},1,{'VB'},False,settl,settl,settl,7,1.0,0.5
settled,3,3.1251302137589066e-05,14.965724171116342,7,VBN,v,1,{'v'},1,{'VBN'},False,settl,settl,settl,2,2.807354922057604,0.40105070315108626
settling,1,1.041710071252969e-05,16.5506866718375,8,VBG,v,1,{'v'},1,{'VBG'},False,settl,settl,settl,1,3.807354922057604,0.2719539230041146
setuko,1,1.041710071252969e-05,16.5506866718375,6,NNP,n,1,{'n'},1,{'NNP'},False,setuko,setuko,setuko,1,3.807354922057604,0.2719539230041146
seven,5,5.208550356264844e-05,14.228758576950137,5,NNP,n,2,"{'x', 'n'}",2,"{'CD', 'NNP'}",False,seven,seven,sev,3,2.222392421336448,0.4762269474292389
sever,1,1.041710071252969e-05,16.5506866718375,5,VB,v,1,{'v'},1,{'VB'},False,sever,sever,sev,1,3.807354922057604,0.2719539230041146
several,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,sever,sever,sev,1,3.807354922057604,0.2719539230041146
severity,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,sever,sever,sev,1,3.807354922057604,0.2719539230041146
sewed,1,1.041710071252969e-05,16.5506866718375,5,VBD,v,1,{'v'},1,{'VBD'},False,sew,sew,sew,1,3.807354922057604,0.2719539230041146
sex,2,2.083420142505938e-05,15.550686671837498,3,NN,n,1,{'n'},1,{'NN'},False,sex,sex,sex,1,3.807354922057604,0.2719539230041146
sh,1,1.041710071252969e-05,16.5506866718375,2,NNP,n,1,{'n'},1,{'NNP'},False,sh,sh,sh,1,3.807354922057604,0.2719539230041146
shabby,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,shabbi,shabbi,shabby,1,3.807354922057604,0.2719539230041146
shade,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,shade,shade,shad,1,3.807354922057604,0.2719539230041146
shades,1,1.041710071252969e-05,16.5506866718375,6,NNS,n,1,{'n'},1,{'NNS'},False,shade,shade,shad,1,3.807354922057604,0.2719539230041146
shadow,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,shadow,shadow,shadow,1,3.807354922057604,0.2719539230041146
shafts,2,2.083420142505938e-05,15.550686671837498,6,NNS,n,1,{'n'},1,{'NNS'},False,shaft,shaft,shaft,1,3.807354922057604,0.2719539230041146
shake,4,4.166840285011876e-05,14.550686671837498,5,VB,v,1,{'v'},1,{'VB'},False,shake,shake,shak,3,2.222392421336448,0.4762269474292389
shaken,1,1.041710071252969e-05,16.5506866718375,6,VBN,v,1,{'v'},1,{'VBN'},False,shaken,shaken,shak,1,3.807354922057604,0.2719539230041146
shaking,3,3.1251302137589066e-05,14.965724171116342,7,VBG,v,1,{'v'},1,{'VBG'},False,shake,shake,shak,3,2.222392421336448,0.4762269474292389
shall,29,0.0003020959206633,11.692705676709927,5,MD,x,2,"{'n', 'x'}",2,"{'MD', 'NN'}",False,shall,shall,shal,8,0.8073549220576041,0.4613456697472023
shallow,2,2.083420142505938e-05,15.550686671837498,7,JJ,j,1,{'j'},1,{'JJ'},False,shallow,shallow,shallow,2,2.807354922057604,0.40105070315108626
shameful,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,shame,shame,sham,1,3.807354922057604,0.2719539230041146
shamelessly,1,1.041710071252969e-05,16.5506866718375,11,RB,r,1,{'r'},1,{'RB'},False,shamelessli,shameless,shameless,1,3.807354922057604,0.2719539230041146
shape,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,shape,shape,shap,1,3.807354922057604,0.2719539230041146
share,5,5.208550356264844e-05,14.228758576950137,5,NN,n,1,{'n'},1,{'NN'},False,share,share,shar,4,1.8073549220576042,0.5163871205878868
sharing,1,1.041710071252969e-05,16.5506866718375,7,VBG,v,1,{'v'},1,{'VBG'},False,share,share,shar,1,3.807354922057604,0.2719539230041146
sharp,3,3.1251302137589066e-05,14.965724171116342,5,JJ,j,1,{'j'},1,{'JJ'},False,sharp,sharp,sharp,3,2.222392421336448,0.4762269474292389
shave,1,1.041710071252969e-05,16.5506866718375,5,VB,v,1,{'v'},1,{'VB'},False,shave,shave,shav,1,3.807354922057604,0.2719539230041146
shaved,1,1.041710071252969e-05,16.5506866718375,6,VBD,v,1,{'v'},1,{'VBD'},False,shave,shave,shav,1,3.807354922057604,0.2719539230041146
shawl,2,2.083420142505938e-05,15.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,shawl,shawl,shawl,1,3.807354922057604,0.2719539230041146
she,444,0.0046251927163631,7.756270805487393,3,PRP,x,1,{'x'},1,{'PRP'},True,she,she,she,14,0.0,0.0
shed,4,4.166840285011876e-05,14.550686671837498,4,JJ,v,2,"{'j', 'v'}",4,"{'VB', 'JJ', 'VBN', 'VBD'}",False,shed,shed,shed,3,2.222392421336448,0.4762269474292389
sheer,2,2.083420142505938e-05,15.550686671837498,5,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,sheer,sheer,she,1,3.807354922057604,0.2719539230041146
sheesh,3,3.1251302137589066e-05,14.965724171116342,6,NNP,n,2,"{'j', 'n'}",2,"{'JJ', 'NNP'}",False,sheesh,sheesh,sheesh,3,2.222392421336448,0.4762269474292389
sheet,2,2.083420142505938e-05,15.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,sheet,sheet,sheet,2,2.807354922057604,0.40105070315108626
sheeta,66,0.0006875286470269,10.506292552479046,6,NNP,n,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",False,sheeta,sheeta,sheet,1,3.807354922057604,0.2719539230041146
sheets,1,1.041710071252969e-05,16.5506866718375,6,NNS,n,1,{'n'},1,{'NNS'},False,sheet,sheet,sheet,1,3.807354922057604,0.2719539230041146
shell,7,7.291970498770782e-05,13.743331749779896,5,NN,n,2,"{'v', 'n'}",2,"{'VBP', 'NN'}",False,shell,shell,shel,2,2.807354922057604,0.40105070315108626
shellfish,1,1.041710071252969e-05,16.5506866718375,9,JJ,j,1,{'j'},1,{'JJ'},False,shellfish,shellfish,shellf,1,3.807354922057604,0.2719539230041146
shells,2,2.083420142505938e-05,15.550686671837498,6,NNS,n,1,{'n'},1,{'NNS'},False,shell,shell,shel,2,2.807354922057604,0.40105070315108626
shelter,10,0.0001041710071252,13.228758576950137,7,NN,n,1,{'n'},1,{'NN'},False,shelter,shelter,shelt,2,2.807354922057604,0.40105070315108626
shelterhole,5,5.208550356264844e-05,14.228758576950137,11,JJ,j,1,{'j'},1,{'JJ'},False,shelterhol,shelterhol,shelterhol,1,3.807354922057604,0.2719539230041146
shelters,2,2.083420142505938e-05,15.550686671837498,8,NNS,n,1,{'n'},1,{'NNS'},False,shelter,shelter,shelt,2,2.807354922057604,0.40105070315108626
sherlock,1,1.041710071252969e-05,16.5506866718375,8,NNP,n,1,{'n'},1,{'NNP'},False,sherlock,sherlock,sherlock,1,3.807354922057604,0.2719539230041146
shh,1,1.041710071252969e-05,16.5506866718375,3,NN,n,1,{'n'},1,{'NN'},False,shh,shh,shh,1,3.807354922057604,0.2719539230041146
shhh,2,2.083420142505938e-05,15.550686671837498,4,NN,n,1,{'n'},1,{'NN'},False,shhh,shhh,shhh,1,3.807354922057604,0.2719539230041146
shhhhh,1,1.041710071252969e-05,16.5506866718375,6,NNP,n,1,{'n'},1,{'NNP'},False,shhhhh,shhhhh,shhhhh,1,3.807354922057604,0.2719539230041146
shichikokuyama,6,6.250260427517813e-05,13.965724171116342,14,NNP,n,1,{'n'},2,"{'NN', 'NNP'}",False,shichikokuyama,shichikokuyama,shichikokuyam,1,3.807354922057604,0.2719539230041146
shield,1,1.041710071252969e-05,16.5506866718375,6,VB,v,1,{'v'},1,{'VB'},False,shield,shield,shield,1,3.807354922057604,0.2719539230041146
shielding,1,1.041710071252969e-05,16.5506866718375,9,VBG,v,1,{'v'},1,{'VBG'},False,shield,shield,shield,1,3.807354922057604,0.2719539230041146
shields,1,1.041710071252969e-05,16.5506866718375,7,NNS,n,1,{'n'},1,{'NNS'},False,shield,shield,shield,1,3.807354922057604,0.2719539230041146
shift,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,shift,shift,shift,1,3.807354922057604,0.2719539230041146
shifting,1,1.041710071252969e-05,16.5506866718375,8,VBG,v,1,{'v'},1,{'VBG'},False,shift,shift,shift,1,3.807354922057604,0.2719539230041146
shikoku,15,0.0001562565106879,12.64379607622898,7,NNP,n,1,{'n'},1,{'NNP'},False,shikoku,shikoku,shikoku,1,3.807354922057604,0.2719539230041146
shimasu,2,2.083420142505938e-05,15.550686671837498,7,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,shimasu,shimasu,shimasu,1,3.807354922057604,0.2719539230041146
shine,3,3.1251302137589066e-05,14.965724171116342,5,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,shine,shine,shin,1,3.807354922057604,0.2719539230041146
shines,2,2.083420142505938e-05,15.550686671837498,6,VBZ,v,1,{'v'},1,{'VBZ'},False,shine,shine,shin,1,3.807354922057604,0.2719539230041146
shining,4,4.166840285011876e-05,14.550686671837498,7,VBG,v,2,"{'n', 'v'}",2,"{'VBG', 'NNP'}",False,shine,shine,shin,2,2.807354922057604,0.40105070315108626
ship,55,0.0005729405391891,10.769326958312838,4,NN,n,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",False,ship,ship,ship,9,0.6374299206152918,0.4097763775384019
shipnaming,2,2.083420142505938e-05,15.550686671837498,10,JJ,j,1,{'j'},1,{'JJ'},False,shipnam,shipnam,shipnam,1,3.807354922057604,0.2719539230041146
ships,10,0.0001041710071252,13.228758576950137,5,NNS,n,1,{'n'},1,{'NNS'},False,ship,ship,ship,6,1.222392421336448,0.5238824662870492
shipshape,6,6.250260427517813e-05,13.965724171116342,9,NN,n,1,{'n'},1,{'NN'},False,shipshap,shipshap,shipshap,1,3.807354922057604,0.2719539230041146
shirk,1,1.041710071252969e-05,16.5506866718375,5,VB,v,1,{'v'},1,{'VB'},False,shirk,shirk,shirk,1,3.807354922057604,0.2719539230041146
shirkers,1,1.041710071252969e-05,16.5506866718375,8,NNS,n,1,{'n'},1,{'NNS'},False,shirker,shirker,shirk,1,3.807354922057604,0.2719539230041146
shirt,2,2.083420142505938e-05,15.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,shirt,shirt,shirt,2,2.807354922057604,0.40105070315108626
shirts,1,1.041710071252969e-05,16.5506866718375,6,NNS,n,1,{'n'},1,{'NNS'},False,shirt,shirt,shirt,1,3.807354922057604,0.2719539230041146
shishigami,53,0.000552106337764,10.8227662172743,10,NNP,n,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",False,shishigami,shishigami,shishigam,1,3.807354922057604,0.2719539230041146
shishigamisama,7,7.291970498770782e-05,13.743331749779896,14,NNP,n,1,{'n'},2,"{'NN', 'NNP'}",False,shishigamisama,shishigamisama,shishigamisam,1,3.807354922057604,0.2719539230041146
shishouren,2,2.083420142505938e-05,15.550686671837498,10,NNP,n,1,{'n'},1,{'NNP'},False,shishouren,shishouren,shisho,1,3.807354922057604,0.2719539230041146
shit,26,0.0002708446185257,11.850246953696406,4,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,shit,shit,shit,4,1.8073549220576042,0.5163871205878868
shitakirisuzume,1,1.041710071252969e-05,16.5506866718375,15,NNP,n,1,{'n'},1,{'NNP'},False,shitakirisuzum,shitakirisuzum,shitakirisuzum,1,3.807354922057604,0.2719539230041146
shock,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,shock,shock,shock,1,3.807354922057604,0.2719539230041146
shocked,1,1.041710071252969e-05,16.5506866718375,7,VBN,v,1,{'v'},1,{'VBN'},False,shock,shock,shock,1,3.807354922057604,0.2719539230041146
shoe,2,2.083420142505938e-05,15.550686671837498,4,NN,n,1,{'n'},1,{'NN'},False,shoe,shoe,sho,1,3.807354922057604,0.2719539230041146
